Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_Outlet_Sales_BOXCOX,Item_Fat_Content_Regular,Item_Type_Group2,Item_Type_Group3,Item_Type_Group4,Item_Type_Group5,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Establishment_Year_1987,Outlet_Establishment_Year_1997,Outlet_Establishment_Year_1998,Outlet_Establishment_Year_1999,Outlet_Establishment_Year_2002,Outlet_Establishment_Year_2004,Outlet_Establishment_Year_2007,Outlet_Establishment_Year_2009,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Visibility_SQRT
7.235,0.10016525,193.9452,1,2,2936.178,53.5541775738189,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.31648894135498634
15.85,0.057302606,53.3956,1,2,600.5516,27.887262786263904,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.23937962737041762
10.8,0.052149675,239.9564,2,3,3813.7024,59.499776106471494,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.22836303334821947
8.76,0.050130529,128.3336,2,3,2556.672,50.64126693049406,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.22389847922663522
16.1,0.024987903,97.341,2,3,1255.033,37.88701515648308,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.15807562430684877
7.1,0.109990885,172.908,1,2,2769.728,52.30695574362338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3316487373713339
19.35,0.049736267,76.8644,1,2,1571.288,41.54476673313895,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2230162931267579
16.7,0.117026714,189.2214,1,1,188.4214,16.915239490089327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.34209167484754727
9.5,0.035121963,168.6448,3,1,1022.6688,34.81909509233139,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.18740854569629423
8.43,0.017311312,197.8768,3,1,3744.4592,59.06337927934963,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.13157245912424073
14.15,0.008811818,196.511,3,2,2749.754,52.15422076944386,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0938712842140769
5.44,0.025583714,239.1538,2,1,480.7076,25.38427880317434,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.15994909815313121
7.35,0.014353174,242.6512,3,1,969.4048,34.05665981723972,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1198047327946605
11.94125,0.054220618,129.131,2,1,4933.578,65.96853884133115,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23285321127268138
20.1,0.054410179,151.3366,3,1,2720.4588,51.92896996271054,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2332598958243787
12.0,0.033974436,181.8976,1,3,4527.44,63.73847313257643,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.18432155598301572
21.25,0.009996872,185.5608,1,2,3123.9336,54.90990288589388,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.09998435877676068
8.3,0.030212499,98.0384,1,2,2857.6136,52.97106229065562,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1738174300811055
10.1,0.027217468,76.067,1,2,1454.773,40.25497804381149,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.16497717417873298
14.15,0.038123176,123.5046,1,2,1992.0736,45.765977041761985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1952515710564194
9.0,0.079506434,78.3644,1,2,1728.4168,43.19415289350247,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2819688528898183
12.15,0.021811987,163.6184,2,1,2311.6576,48.616470061189446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1476888181278461
11.94125,0.036012919,148.0734,1,3,593.8936,27.75673445559463,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18977070111057712
20.0,0.028167478,45.5744,2,3,452.744,24.74619251375881,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.16783169545708582
6.71,0.029560451,65.8142,1,3,856.8846,32.3567203005581,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.17193152997632516
11.94125,0.039631495,31.9558,2,1,984.7182,34.27844481697944,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.199076605858147
7.365,0.04280099,228.372,2,2,2037.348,46.18611615914875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2068840013147464
7.935,0.017141985,50.035,3,1,149.805,15.266583627502529,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.13092740354868418
12.6,0.056394771,51.3982,3,2,473.3838,25.219417008672412,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.23747583245458895
17.6,0.056379439,42.7454,2,3,293.6178,20.54816436035852,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.23744354908061832
19.0,0.129534812,190.1872,2,3,5105.3544,66.87773374255397,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.35990944972312133
7.5,0.036439878,175.3028,2,2,3010.7476,54.09883007440514,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.19089232043222693
8.6,0.090191431,112.9176,1,3,458.0704,24.86956442963906,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.3003188821902479
10.5,0.022590318,140.6154,1,1,283.6308,20.241918305005942,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15030075848112012
9.0,0.082011521,213.3534,1,3,1935.4806,45.23245867129553,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2863765370975772
4.61,0.122843005,172.4396,2,3,1569.9564,41.530364686721185,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.35048966461223935
10.895,0.05432142,146.2102,2,1,437.4306,24.386446281007597,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23306956043207358
17.6,0.049144165,112.7176,2,3,1717.764,43.08531881040576,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.22168483258897076
11.65,0.040577878,188.224,2,3,1304.968,38.49956702140381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.20143951449504638
19.1,0.067400032,41.9796,2,3,784.3124,31.1861772930145,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.25961516134463336
17.2,0.012036432,165.7184,2,2,1816.3024,44.07668613957191,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.10971067404769692
16.5,0.073977473,206.8638,2,2,2070.638,46.49139123970923,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2719880015735988
15.6,0.143396175,128.0994,2,2,2184.4898,47.51318451181558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3786768741288541
9.0,0.03201648,99.6016,1,2,1922.8304,45.111893567114286,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.17893149527123503
15.0,0.058346234,44.0744,3,1,633.8416,28.52690416714976,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2415496512106776
11.94125,0.14571827,94.3436,2,1,2269.0464,48.251038627609745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.38173062491762433
11.94125,0.055806016,52.4982,2,1,1209.7586,37.31853912796744,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23623296975655197
6.195,0.072097449,119.3098,2,3,1205.098,37.25928140625376,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2685096813897033
20.2,0.117543713,197.311,2,3,3338.987,56.4025061377774,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3428464860546189
20.7,0.048718334,38.7506,3,1,227.7036,18.39055386896099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.22072230064042012
20.25,0.0591756,245.046,2,1,4680.574,64.59323276732447,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2432603543531087
7.655,0.031918284,117.7492,3,1,695.0952,29.651871851911384,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1786568890359395
11.94125,0.095587976,193.982,1,3,579.246,27.466369296518668,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30917305186577954
5.92,0.019308607,49.0692,1,2,1478.076,40.517886518597784,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1389554137124567
18.75,0.023974769,99.0042,1,2,694.4294,29.6399789031809,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.15483787973231875
9.395,0.100602552,88.3856,1,2,703.0848,29.794043911813176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.31717905353285863
13.35,0.091189915,149.3708,1,2,4514.124,63.66331090930084,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3019766795631742
11.94125,0.077480627,101.399,1,3,206.398,17.611774020812764,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27835342103160865
19.2,0.129731747,196.211,1,1,589.233,27.664828170943185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3601829354647441
19.0,0.103363904,226.172,3,1,3169.208,55.22926718971967,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3215025723069724
14.15,0.020714523,124.2046,1,3,2490.092,50.10330971456185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.14392540776388302
20.85,0.062212713,88.1514,1,2,1151.1682,36.563086630921575,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2494247642075662
8.63,0.031271134,186.0582,1,2,3900.9222,60.04258758819378,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.17683646117246296
16.7,0.026729068,248.4776,2,1,6439.6176,73.37212926107534,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.16349026882356027
7.895,0.094567181,104.5332,1,3,1845.5976,44.36501089820508,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.3075177734700874
7.72,0.05193741,77.9986,3,1,934.7832,33.54716215416912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.22789780604472698
5.615,0.126480422,121.573,3,2,3202.498,55.4623076506008,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.35564086098197434
7.05,0.055644887,224.9088,2,3,2684.5056,51.650477045298054,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2358916848894848
14.35,0.028519419,109.2228,2,1,221.0456,18.152189156799555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1688769344818883
8.52,0.027101431,151.7682,2,3,2439.4912,49.68851589553692,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.16462512262713733
7.645,0.067083367,44.0112,2,2,596.5568,27.809053264169297,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.25900456945776074
12.1,0.020652362,149.5734,2,1,2227.101,47.887170658470495,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.14370929684609832
14.8,0.081042136,192.4846,1,3,5159.2842,67.15928897735633,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.28467900519708156
20.75,0.021336565,153.6024,2,1,1366.2216,39.231585524568075,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.14607041110368657
18.35,0.069745165,190.2872,2,1,378.1744,22.916203794413672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2640930991146872
13.5,0.068148886,58.6562,2,1,711.0744,29.935225635496,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2610534159899081
20.5,0.144094079,34.819,2,2,1061.951,35.365869470355264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3795972589469002
12.35,0.186616421,78.6328,2,1,1004.0264,34.55508365053343,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.43199122792019745
8.895,0.105323859,39.1138,2,2,609.207,28.055625714184007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3245363754650625
16.7,0.022110425,110.8886,2,2,3558.0352,57.863217020276856,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1486957464085641
16.2,0.019374768,155.8972,1,2,2025.3636,46.07546644922282,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1391932756996544
7.26,0.014482278,118.115,2,1,1864.24,44.547027114599125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.12034233668996128
6.65,0.087805788,126.7678,2,3,1907.517,44.96529172609877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2963204144165569
13.35,0.048027043,218.9166,1,3,5660.6316,69.69413829806447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.21915073123309445
17.35,0.055908268,99.8016,1,2,607.2096,28.01690399009688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.23644929266123846
11.94125,0.048522793,39.6506,2,1,1024.6662,34.847205889565664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22027889821769128
5.46,0.032359413,187.424,2,2,3169.208,55.22926718971967,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.17988722300374754
18.25,0.088807455,197.3452,1,2,2740.4328,52.08271086549939,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.29800579692348267
8.185,0.046556408,47.7692,2,3,640.4996,28.652336011349536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2157693398052652
7.5,0.050750977,122.2072,1,3,1960.1152,45.46585968039887,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.22527977494662055
12.65,0.035404052,230.601,1,2,2067.309,46.46100021128337,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.18815964498265828
14.3,0.130390458,77.2328,1,2,231.6984,18.53152016859033,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.36109618940110677
17.85,0.074422769,128.002,1,1,253.004,19.25917658883604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2728053683489385
6.425,0.105742544,130.5626,1,1,131.1626,14.375777451111775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3251807866402934
6.825,0.046729336,153.4998,1,2,2153.1972,47.23567138315666,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.21616969260282534
11.94125,0.073470234,205.3638,2,1,5383.6588,68.311660613494,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2710539319028595
20.25,0.058886477,245.546,3,1,1724.422,43.15338859405027,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2426653601155303
19.2,0.18293775,243.0196,2,3,3615.294,58.23587078725091,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.4277122280225339
17.7,0.020993364,166.8474,2,1,168.4474,16.0915305099635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.14489086927753592
9.695,0.029223424,175.437,2,2,2999.429,54.01669794831826,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.17094860046224422
11.94125,0.068489201,259.3278,2,1,4165.2448,61.64337017012068,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26170441532385347
7.75,0.043326511,95.6436,2,2,1134.5232,36.34417161491136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.20815021258696806
11.94125,0.136532569,159.6578,2,1,2888.2404,53.19953723221933,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3695031380110323
19.75,0.018051091,179.866,2,3,2696.49,51.74356154503377,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.13435434864566162
11.94125,0.057620562,115.4518,1,3,113.8518,13.475826959434508,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24004283367765847
11.94125,0.045865089,152.3682,2,1,2287.023,48.40571540802632,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21416136206141387
11.94125,0.021002171,185.1924,1,3,555.2772,26.981319071767036,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1449212579299531
6.71,0.029727657,66.6142,1,2,1120.5414,36.15875121982198,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.17241710181997608
14.35,0.080527065,79.296,3,1,719.064,30.07543493373224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.28377291096931717
5.59,0.056833394,61.9168,2,1,1214.4192,37.37765659064582,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2383975545176586
18.5,0.062256921,148.0418,1,3,2059.9852,46.3940338231128,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.24951336837933152
11.94125,0.089512542,133.1626,2,1,3672.5528,58.60491153840547,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2991864669399336
14.0,0.060427062,153.5656,1,3,3089.312,54.66375700467634,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2458191652414433
7.605,0.216323008,165.021,1,1,815.605,31.698744286731095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4651053730070209
11.94125,0.135612397,61.1536,1,3,61.2536,10.064038081208263,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3682558852211326
9.6,0.085125951,107.128,1,2,1278.336,38.17470333860692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.29176351896698804
17.7,0.122565413,103.8674,1,2,1528.011,41.07279849987846,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.35009343467137455
13.65,0.077670981,55.093,1,2,1301.639,38.459183454137424,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.27869513989303796
14.6,0.043201813,110.1254,1,2,1844.9318,44.35848944732423,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.20785045826266538
15.6,0.088215871,220.1798,1,2,5068.7354,66.68550990510812,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.29701156711481796
20.25,0.036295834,217.5482,3,1,1095.241,35.81957695381537,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.19051465560423428
8.02,0.186528819,151.9998,3,1,307.5996,20.966329350479096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.43188982275575794
18.35,0.099026525,93.8462,3,1,1295.6468,38.38633263239194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3146848026200185
10.0,0.063162608,228.6668,1,2,3455.502,57.18657861907017,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2513217221013735
16.1,0.063429818,179.4318,2,3,2345.6134,48.90471741082095,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2518527704830741
13.0,0.139785104,196.2426,2,1,197.7426,17.28127325937314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.37387846153529625
16.1,0.04807227,126.5362,2,2,1761.7068,43.53162352183852,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.21925389392209207
19.0,0.112097433,105.5622,2,3,1905.5196,44.946116444054155,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3348095473549104
17.6,0.010037996,163.5552,1,2,3086.6488,54.64475257223266,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.10018979988002771
6.32,0.012789884,39.1822,1,2,1060.6194,35.3475403738587,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.113092369327024
9.3,0.033431669,153.1314,1,2,4653.942,64.44582791177642,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1828432908257779
11.1,0.03623131,175.0712,1,2,3339.6528,56.407033978774784,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1903452389738183
11.94125,0.086360962,151.2682,2,1,2439.4912,49.68851589553692,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29387235664485356
6.15,0.046232445,99.4384,3,1,1379.5376,39.38803450042263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.21501731325639803
20.85,0.097618234,223.9746,1,3,897.4984,32.98531766734874,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.31243916847924175
17.1,0.046808553,141.4838,1,3,1404.838,39.68274775903661,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.21635284375297684
13.15,0.03810738,86.3856,2,1,615.1992,28.17132444296235,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1952111164867411
16.5,0.093846532,95.7068,1,2,1069.2748,35.46642765827151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.30634381338620176
11.65,0.040744057,185.924,1,2,4101.328,61.26214281203656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.20185157170554804
13.15,0.022831052,160.292,2,3,4793.76,65.21401413642485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.15109947716653424
19.35,0.076878416,113.9518,2,3,1138.518,36.396890449880644,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.27726957279874764
19.35,0.021501067,122.2098,2,2,2771.7254,52.3221919296736,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14663242138081195
16.5,0.07964724,101.4332,3,1,1948.1308,45.35254002949144,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2822184260462098
21.35,0.068809463,258.5278,1,2,5206.556,67.40459913920336,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.26231557902648484
16.0,0.115570552,57.5246,1,2,173.7738,16.316814597251373,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.33995669135935536
20.5,0.143164371,34.919,3,1,73.238,10.965538630611498,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3783706793608617
19.75,0.018008071,180.466,3,1,3415.554,56.91961189938974,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1341941541200659
17.6,0.015775777,179.1976,3,2,3803.0496,59.43295718531831,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1256016600208771
